TITLE = CRM_v38h_DDES_dt100_ldDLR_CFL2_eigval015_pswitch1_tau2017_2 results
VARIABLES = "sample" "time" "a01" "a02" "a03" "a04" "a05" "a06" "a07" "a08" "a09" "a10"
ZONE T = "CRM_v38h_DDES_dt100_ldDLR_CFL2_eigval015_pswitch1_tau2017_2 results"
0.000000000000000000e+00 3.599439999999999862e-01 -2.200957704821488505e+02 1.978923245912163566e+03 -2.695087822506008251e+03 1.147722518957422437e+02 -1.143759970272608825e+03 -1.752740265677971365e+03 6.382667730676367910e+02 4.514857770637770500e+02 -1.366212025822554097e+03 -4.993573370861232092e+02
1.000000000000000000e+00 3.602971632653060863e-01 -4.693532602515102070e+00 2.310678502495159137e+03 -2.589965230937818887e+03 -5.240331794501607874e+02 -1.214846989194368234e+03 -2.084416625034930348e+03 9.347094388778823486e+02 4.884697817815765575e+02 -1.358366468694441664e+03 -3.606170964165654595e+02
2.000000000000000000e+00 3.606503265306122419e-01 2.147186157296311819e+02 2.350730868772891426e+03 -2.182694941582579304e+03 -1.187333281698707651e+03 -1.330751354927691864e+03 -2.277758775531432093e+03 1.124001383335246373e+03 3.727276888839649587e+02 -1.131625900661085552e+03 -2.573102697979738309e+02
3.000000000000000000e+00 3.610034897959183420e-01 5.302197784164152381e+02 2.609214684926693280e+03 -1.481820047290788807e+03 -1.386789354891698622e+03 -1.450213781367864840e+03 -2.045001647023197165e+03 9.615719208732272136e+02 2.383136915229747217e+02 -7.146350445816599404e+02 2.457883107646386520e+02
4.000000000000000000e+00 3.613566530612244976e-01 9.565960792644932553e+02 2.772706786192505660e+03 -6.612832647460751332e+02 -1.490027791944895398e+03 -1.724987155653499030e+03 -1.634627092488462949e+03 4.827483713784033625e+02 8.567966340383485147e+01 8.888800107108660598e+01 5.172998613461672903e+02
5.000000000000000000e+00 3.617098163265305977e-01 1.436681120808180594e+03 2.853906894212124371e+03 2.135480052277955210e+01 -1.285739222492826457e+03 -1.755144868330849476e+03 -1.010080742129765667e+03 -1.846334548362632404e+02 -2.303383357180326243e+02 7.918991324194370236e+02 4.734936013769266197e+02
6.000000000000000000e+00 3.620629795918366978e-01 1.818838969145520196e+03 2.564370066544660403e+03 5.047105365961157304e+02 -8.101481587588930324e+02 -2.041526546576968485e+03 -1.395951108831558543e+02 -7.128654685491289911e+02 -7.179369243581219280e+02 1.159992355109876144e+03 3.884812617594392918e+02
7.000000000000000000e+00 3.624161428571428534e-01 2.011156592381186101e+03 2.317451476355873638e+03 1.131147752483407885e+03 -5.125798211220176199e+02 -1.966372417701818904e+03 4.632852033861844347e+02 -1.179454885897190707e+03 -1.266356773216450620e+03 1.364526034519099539e+03 4.468641341617824310e+02
8.000000000000000000e+00 3.627693061224489535e-01 2.451915774170200166e+03 1.910288527308003268e+03 1.640052959420332854e+03 3.412449924717786587e+01 -1.774049591220568345e+03 7.142945634407035413e+02 -1.456093581841719697e+03 -1.402386468266099428e+03 1.096708656084428640e+03 2.575249583605375960e+02
9.000000000000000000e+00 3.631224693877551091e-01 2.703132682617868795e+03 1.582477282420588153e+03 1.604073206389975667e+03 7.887724974195762115e+02 -1.485800265477567791e+03 9.494204224778717389e+02 -1.630708171139424849e+03 -1.266921039468816161e+03 2.656899642054962101e+02 -2.837413826955055356e+02
